,PA,AB,R,H,1B,2B,3B,HR,TB,BB,SO,RBI,DP,SB,AVG,OBP,SLG,OPS,ISO,BPF,oppOPS,TAv,VORP,FRAA,BWARP_TAv,BASES_VS_AB,G_RIGHTbatter_Std,PA_RIGHTbatter_Std,R_RIGHTbatter_Std,H_RIGHTbatter_Std,1B_RIGHTbatter_Std,2B_RIGHTbatter_Std,3B_RIGHTbatter_Std,HR_RIGHTbatter_Std,TB_RIGHTbatter_Std,SO_RIGHTbatter_Std,BB_RIGHTbatter_Std,HBP_RIGHTbatter_Std,SF_RIGHTbatter_Std,SH_RIGHTbatter_Std,RBI_RIGHTbatter_Std,DP_RIGHTbatter_Std,FB%_RIGHTbatter_Std,GB%_RIGHTbatter_Std,LD%_RIGHTbatter_Std,POP%_RIGHTbatter_Std,ISO_RIGHTbatter_Std,AVG_RIGHTbatter_Std,OBP_RIGHTbatter_Std,SLG_RIGHTbatter_Std,TAV_RIGHTbatter_Std,BASES_VS_AB_RIGHTbatter_Std,G_LEFT_batter_Std,PA_LEFT_batter_Std,R_LEFT_batter_Std,H_LEFT_batter_Std,1B_LEFT_batter_Std,2B_LEFT_batter_Std,3B_LEFT_batter_Std,HR_LEFT_batter_Std,TB_LEFT_batter_Std,SO_LEFT_batter_Std,BB_LEFT_batter_Std,HBP_LEFT_batter_Std,SF_LEFT_batter_Std,SH_LEFT_batter_Std,RBI_LEFT_batter_Std,DP_LEFT_batter_Std,FB%_LEFT_batter_Std,GB%_LEFT_batter_Std,LD%_LEFT_batter_Std,POP%_LEFT_batter_Std,ISO_LEFT_batter_Std,AVG_LEFT_batter_Std,OBP_LEFT_batter_Std,SLG_LEFT_batter_Std,TAV_LEFT_batter_Std,BASES_VS_AB_LEFT_batter_Std,SDTHB_BAT,SDTHB_BATR,SDTHB_BATL
BOS,330.5,295.3333333333333,46.27777777777778,79.66666666666667,48.0,18.944444444444443,1.6666666666666667,11.055555555555555,135.11111111111111,29.555555555555557,65.94444444444444,43.55555555555556,6.833333333333333,6.555555555555555,0.24283333333333332,0.30516666666666675,0.401,0.7062777777777777,0.1582222222222222,106.38888888888889,0.7347222222222223,0.24833333333333332,13.816666666666666,2.655555555555555,1.7066666666666666,0.44163804619421326,78.88888888888889,248.55555555555554,35.111111111111114,61.22222222222222,35.94444444444444,14.722222222222221,1.3333333333333333,9.222222222222221,106.27777777777777,47.05555555555556,21.77777777777778,2.4444444444444446,2.0,0.2777777777777778,33.333333333333336,6.0,20.1,45.375,28.712222222222223,5.814444444444444,0.1814444444444444,0.25566666666666665,0.31266666666666665,0.43722222222222223,0.2576111111111111,0.4701145849419345,43.55555555555556,81.94444444444444,11.166666666666666,18.444444444444443,12.055555555555555,4.222222222222222,0.3333333333333333,1.8333333333333333,28.833333333333332,18.88888888888889,7.777777777777778,0.3333333333333333,0.4444444444444444,0.1111111111111111,10.222222222222221,1.6111111111111112,18.94888888888889,45.36277777777778,23.886666666666667,6.245555555555556,0.09772222222222221,0.21700000000000003,0.2901666666666667,0.3145555555555556,0.22583333333333336,0.3736231024720545,0.44163804619421326,0.4701145849419345,0.3736231024720545
CHA,284.3333333333333,258.6190476190476,30.761904761904763,62.285714285714285,39.80952380952381,12.047619047619047,1.9047619047619047,8.523809523809524,103.71428571428571,20.0,74.38095238095238,29.857142857142858,4.666666666666667,4.619047619047619,0.2132857142857143,0.25923809523809527,0.3399047619047619,0.598952380952381,0.12657142857142858,102.52380952380952,0.7308571428571429,0.21704761904761904,4.952380952380952,-0.5857142857142857,0.4514285714285715,0.3618387350021881,72.0952380952381,218.33333333333334,24.19047619047619,47.80952380952381,30.285714285714285,8.952380952380953,1.380952380952381,7.190476190476191,81.0952380952381,56.142857142857146,14.619047619047619,2.5238095238095237,1.0476190476190477,0.8095238095238095,23.857142857142858,4.142857142857143,19.92095238095238,44.55238095238095,22.37333333333333,8.39047619047619,0.13004761904761905,0.21009523809523808,0.25495238095238093,0.34023809523809523,0.2146190476190476,0.36146662261623785,37.476190476190474,72.57142857142857,7.142857142857143,15.904761904761905,10.571428571428571,3.238095238095238,0.5238095238095238,1.5714285714285714,24.904761904761905,20.285714285714285,5.809523809523809,0.6190476190476191,0.42857142857142855,0.38095238095238093,6.761904761904762,1.619047619047619,21.83,40.59761904761905,26.72428571428571,6.084761904761905,0.11661904761904764,0.2093809523809524,0.2699047619047619,0.32585714285714285,0.2176190476190476,0.3627669104808515,0.3618387350021881,0.36146662261623785,0.3627669104808515
PHI,247.04347826086956,218.2173913043478,27.304347826086957,51.04347826086956,32.95652173913044,9.26086956521739,1.2173913043478262,7.608695652173913,85.56521739130434,23.565217391304348,61.0,26.217391304347824,4.0,2.869565217391304,0.18869565217391304,0.25404347826086954,0.30134782608695654,0.5553478260869565,0.11278260869565217,96.26086956521739,0.730391304347826,0.21226086956521742,8.621739130434785,-0.4260869565217392,0.8495652173913042,0.34329385208714774,65.26086956521739,186.65217391304347,20.26086956521739,38.608695652173914,24.08695652173913,7.478260869565218,0.9130434782608695,6.130434782608695,66.30434782608695,46.95652173913044,17.434782608695652,1.9130434782608696,1.0434782608695652,0.9130434782608695,19.565217391304348,3.652173913043478,19.312608695652177,50.06173913043479,18.73782608695652,7.539130434782607,0.11726086956521743,0.18478260869565216,0.24930434782608696,0.30208695652173917,0.21052173913043484,0.34351053508184587,34.08695652173913,60.21739130434783,7.0,12.347826086956522,8.782608695652174,1.7826086956521738,0.30434782608695654,1.4782608695652173,19.17391304347826,14.043478260869565,6.130434782608695,0.6521739130434783,0.2608695652173913,0.34782608695652173,6.608695652173913,1.0869565217391304,13.134782608695653,54.90608695652175,22.812608695652177,4.798695652173912,0.0862608695652174,0.1818260869565218,0.2441304347826087,0.2679565217391304,0.19578260869565214,0.3081433862304631,0.34329385208714774,0.34351053508184587,0.3081433862304631
MIN,287.6842105263158,258.1578947368421,35.1578947368421,64.73684210526316,40.473684210526315,15.31578947368421,1.105263157894737,7.842105263157895,105.78947368421052,25.36842105263158,62.1578947368421,32.68421052631579,3.8421052631578947,2.3684210526315788,0.21626315789473688,0.27805263157894733,0.3460526315789474,0.6241578947368421,0.12978947368421054,102.78947368421052,0.7345263157894737,0.22126315789473688,7.23157894736842,-1.0315789473684212,0.6442105263157897,0.38697606579753924,75.47368421052632,222.73684210526315,28.210526315789473,49.526315789473685,29.68421052631579,11.947368421052632,1.0,6.894736842105263,84.15789473684211,46.94736842105263,19.57894736842105,1.2105263157894737,1.5263157894736843,0.5263157894736842,26.57894736842105,4.105263157894737,22.114210526315784,37.12052631578946,27.944210526315793,12.821052631578945,0.13363157894736843,0.21463157894736842,0.2742631578947368,0.3482631578947368,0.22000000000000008,0.3883330251066357,46.36842105263158,91.15789473684211,9.842105263157896,20.63157894736842,14.052631578947368,4.7368421052631575,0.10526315789473684,1.736842105263158,30.789473684210527,20.31578947368421,8.263157894736842,0.6842105263157895,0.6842105263157895,0.2631578947368421,8.842105263157896,1.368421052631579,19.131578947368418,44.27736842105263,26.919473684210526,9.670526315789473,0.09773684210526316,0.19557894736842107,0.27631578947368424,0.29336842105263156,0.21163157894736848,0.35235597017818016,0.38697606579753924,0.3883330251066357,0.35235597017818016
DET,313.5,285.6666666666667,33.166666666666664,69.44444444444444,45.44444444444444,15.11111111111111,1.8333333333333333,7.055555555555555,109.38888888888889,22.5,69.72222222222223,31.055555555555557,5.5,3.7222222222222223,0.21938888888888888,0.27705555555555555,0.33538888888888896,0.6124999999999999,0.11605555555555555,101.38888888888889,0.7332222222222223,0.22344444444444442,4.405555555555556,0.6166666666666667,0.52,0.37551799716784856,77.16666666666667,239.94444444444446,23.944444444444443,51.888888888888886,33.72222222222222,11.222222222222221,1.5,5.444444444444445,82.44444444444444,54.888888888888886,17.055555555555557,2.0,1.7222222222222223,0.4444444444444444,22.77777777777778,5.0,20.608333333333334,42.242222222222225,23.843888888888888,7.750000000000002,0.11783333333333333,0.216,0.2717222222222222,0.33372222222222225,0.22072222222222224,0.37217656539537924,34.888888888888886,74.5,9.38888888888889,17.833333333333332,11.88888888888889,3.888888888888889,0.3333333333333333,1.7222222222222223,27.555555555555557,14.944444444444445,5.5,0.8333333333333334,0.3333333333333333,0.05555555555555555,8.5,1.8888888888888888,18.04,51.376666666666665,22.047222222222217,8.535555555555554,0.11127777777777775,0.2263333333333334,0.29061111111111115,0.3376111111111111,0.22855555555555554,0.38259511200426594,0.37551799716784856,0.37217656539537924,0.38259511200426594
CHN,246.28,217.12,29.24,56.16,37.16,11.2,1.36,6.44,89.4,22.56,53.8,28.24,4.12,2.28,0.23628000000000005,0.28596000000000005,0.3328,0.6188400000000001,0.09648000000000001,99.72,0.7321999999999999,0.22527999999999998,10.840000000000002,0.4600000000000001,1.1712,0.3595555441324805,64.76,187.68,22.12,42.52,28.2,7.96,1.16,5.2,68.4,40.48,17.32,2.48,1.36,1.28,21.44,3.76,15.1932,57.263200000000005,22.588800000000003,4.9548000000000005,0.08780000000000002,0.25611999999999996,0.30196,0.3439999999999999,0.24092,0.36899926293036533,31.56,58.68,7.12,13.64,8.96,3.24,0.2,1.24,21.0,13.32,5.24,0.64,0.36,0.28,6.8,1.32,11.921600000000002,55.1484,21.6104,7.3196,0.10128,0.20592,0.2972,0.30728,0.21983999999999998,0.36440711714234214,0.3595555441324805,0.36899926293036533,0.36440711714234214
NYN,188.66666666666666,167.25925925925927,20.62962962962963,39.111111111111114,24.444444444444443,8.296296296296296,1.0,5.37037037037037,65.51851851851852,16.88888888888889,42.629629629629626,20.037037037037038,3.6666666666666665,2.2222222222222223,0.19211111111111115,0.2473333333333333,0.2947037037037037,0.541925925925926,0.1025925925925926,89.70370370370371,0.7273703703703706,0.20959259259259258,7.818518518518521,-0.5074074074074072,0.7566666666666668,0.33028556433444084,50.851851851851855,143.4814814814815,16.37037037037037,29.74074074074074,18.0,6.518518518518518,0.7407407407407407,4.481481481481482,51.18518518518518,31.185185185185187,13.11111111111111,1.8518518518518519,1.0,0.7407407407407407,15.703703703703704,2.8518518518518516,21.81259259259259,48.8811111111111,22.43148148148148,6.8755555555555565,0.11577777777777777,0.18833333333333335,0.24218518518518517,0.3041111111111111,0.21577777777777776,0.335287430916642,27.962962962962962,53.7037037037037,5.037037037037037,10.88888888888889,7.296296296296297,2.259259259259259,0.25925925925925924,1.0740740740740742,16.88888888888889,13.444444444444445,4.296296296296297,0.4074074074074074,0.4074074074074074,0.2222222222222222,5.0,1.4074074074074074,18.677037037037035,46.21074074074074,21.57444444444444,6.1288888888888895,0.06737037037037037,0.16766666666666663,0.24488888888888882,0.23514814814814816,0.19059259259259262,0.2974698597344126,0.33028556433444084,0.335287430916642,0.2974698597344126
PIT,199.93103448275863,179.20689655172413,23.0,45.62068965517241,29.379310344827587,9.655172413793103,1.3103448275862069,5.275862068965517,73.72413793103448,15.862068965517242,39.96551724137931,22.20689655172414,3.9310344827586206,2.413793103448276,0.17620689655172414,0.22103448275862073,0.27420689655172414,0.495344827586207,0.09796551724137931,96.62068965517241,0.7207586206896552,0.18399999999999997,7.734482758620689,0.24137931034482768,0.8251724137931035,0.29930709527134547,53.689655172413794,146.3448275862069,17.551724137931036,33.758620689655174,22.137931034482758,6.793103448275862,0.9310344827586207,3.896551724137931,54.10344827586207,28.620689655172413,11.620689655172415,1.5517241379310345,1.3448275862068966,0.7931034482758621,16.655172413793103,3.103448275862069,17.231724137931035,52.042758620689646,17.41551724137931,6.412068965517242,0.08937931034482759,0.18324137931034484,0.23206896551724143,0.27255172413793105,0.19165517241379312,0.3030096283232169,29.93103448275862,56.6551724137931,5.862068965517241,12.689655172413794,7.793103448275862,3.0,0.41379310344827586,1.4827586206896552,20.96551724137931,12.275862068965518,4.586206896551724,0.5172413793103449,0.3448275862068966,0.27586206896551724,6.068965517241379,1.7586206896551724,16.43379310344828,48.69172413793103,21.320344827586208,6.657586206896552,0.10986206896551726,0.17413793103448277,0.2257586206896552,0.28389655172413797,0.18203448275862072,0.3129115907319044,0.29930709527134547,0.3030096283232169,0.3129115907319044
MIL,204.8846153846154,182.53846153846155,25.46153846153846,46.65384615384615,30.0,8.5,0.8461538461538461,7.3076923076923075,78.76923076923077,18.192307692307693,47.73076923076923,23.192307692307693,4.153846153846154,4.538461538461538,0.20580769230769225,0.2656153846153846,0.3346538461538462,0.6002692307692308,0.1289230769230769,95.88461538461539,0.7282307692307691,0.22961538461538464,10.96923076923077,-0.08846153846153847,1.1273076923076921,0.36791239590020985,59.76923076923077,168.30769230769232,21.0,38.07692307692308,24.423076923076923,6.730769230769231,0.7692307692307693,6.153846153846154,64.8076923076923,40.84615384615385,15.038461538461538,1.6153846153846154,1.1153846153846154,0.7307692307692307,19.423076923076923,3.6538461538461537,17.469615384615388,55.78923076923077,19.46615384615385,7.2749999999999995,0.13661538461538464,0.22261538461538463,0.2813846153846154,0.35930769230769233,0.24361538461538468,0.38853187761084723,29.653846153846153,57.65384615384615,6.846153846153846,13.115384615384615,8.538461538461538,2.5384615384615383,0.19230769230769232,1.8461538461538463,21.576923076923077,12.615384615384615,5.269230769230769,0.38461538461538464,0.34615384615384615,0.3076923076923077,6.0,1.3846153846153846,17.427692307692304,47.28692307692307,23.331153846153846,8.106538461538461,0.09276923076923077,0.16803846153846155,0.23346153846153844,0.2609230769230769,0.19519230769230772,0.3015142254246446,0.36791239590020985,0.38853187761084723,0.3015142254246446
LAN,208.07142857142858,182.35714285714286,26.5,45.67857142857143,27.25,9.678571428571429,1.0714285714285714,7.678571428571429,80.53571428571429,21.142857142857142,47.285714285714285,24.464285714285715,3.607142857142857,2.3214285714285716,0.20925000000000002,0.2725,0.3303928571428571,0.6028214285714286,0.12089285714285715,99.39285714285714,0.7238928571428572,0.22639285714285715,11.678571428571432,1.1035714285714286,1.3246428571428572,0.3672448998442932,55.964285714285715,144.89285714285714,19.571428571428573,32.642857142857146,19.714285714285715,6.607142857142857,0.7857142857142857,5.535714285714286,57.42857142857143,32.57142857142857,14.892857142857142,1.7142857142857142,0.8928571428571429,0.8214285714285714,17.857142857142858,3.392857142857143,17.67928571428572,54.42071428571429,19.19714285714286,5.131785714285714,0.09775,0.1835357142857143,0.26057142857142856,0.2813928571428571,0.2180714285714286,0.3240380788147855,36.357142857142854,71.96428571428571,7.75,15.035714285714286,9.285714285714286,3.2857142857142856,0.32142857142857145,2.142857142857143,25.392857142857142,16.464285714285715,7.214285714285714,0.39285714285714285,0.42857142857142855,0.5357142857142857,7.25,1.5,19.083928571428572,45.95428571428572,23.29928571428572,4.520357142857144,0.14028571428571426,0.2298214285714286,0.2804642857142858,0.3699285714285714,0.23428571428571437,0.4013938010951065,0.3672448998442932,0.3240380788147855,0.4013938010951065
COL,250.41666666666666,225.04166666666666,31.958333333333332,57.75,36.0,11.416666666666666,1.7083333333333333,8.625,98.45833333333333,20.083333333333332,56.25,30.75,4.75,3.8333333333333335,0.21162500000000004,0.26104166666666667,0.3329166666666667,0.5939166666666668,0.12116666666666669,111.625,0.7121666666666666,0.20862500000000003,8.229166666666666,1.0999999999999999,0.9662499999999999,0.3571643137619542,63.166666666666664,170.79166666666666,21.458333333333332,38.25,23.75,7.791666666666667,1.0833333333333333,5.625,65.08333333333333,39.416666666666664,14.125,1.1666666666666667,1.0833333333333333,1.0833333333333333,20.75,3.5416666666666665,17.687083333333334,56.665833333333325,19.770416666666662,5.8741666666666665,0.12150000000000001,0.2061666666666667,0.2531666666666667,0.32779166666666665,0.20316666666666663,0.3478741074075036,37.833333333333336,79.5,10.5,19.5,12.25,3.625,0.625,3.0,33.375,16.833333333333332,5.958333333333333,0.9166666666666666,0.4583333333333333,0.5833333333333334,10.0,2.2083333333333335,14.597916666666665,56.94291666666666,23.00083333333333,5.457916666666667,0.12108333333333333,0.23016666666666666,0.28387500000000004,0.35120833333333334,0.22520833333333334,0.38303166227792457,0.3571643137619542,0.3478741074075036,0.38303166227792457
CIN,208.30769230769232,183.80769230769232,23.884615384615383,47.42307692307692,32.46153846153846,8.346153846153847,0.8846153846153846,5.730769230769231,74.73076923076923,19.46153846153846,44.38461538461539,22.73076923076923,4.076923076923077,2.6923076923076925,0.17253846153846153,0.2412692307692308,0.2691538461538462,0.5105384615384614,0.09657692307692309,100.46153846153847,0.7187692307692308,0.2037307692307693,7.938461538461539,-0.37307692307692303,0.7842307692307691,0.31648727619047273,57.26923076923077,162.46153846153845,18.53846153846154,36.46153846153846,24.615384615384617,6.769230769230769,0.7307692307692307,4.346153846153846,57.73076923076923,34.23076923076923,14.884615384615385,1.7692307692307692,1.1153846153846154,1.0384615384615385,17.576923076923077,3.576923076923077,16.646153846153847,55.98153846153846,18.727692307692312,4.798076923076923,0.09769230769230772,0.17403846153846156,0.24984615384615388,0.27184615384615385,0.2153076923076923,0.3266162143110979,33.23076923076923,67.46153846153847,7.423076923076923,15.192307692307692,10.73076923076923,2.423076923076923,0.2692307692307692,1.7692307692307692,23.46153846153846,14.346153846153847,6.3076923076923075,0.6153846153846154,0.15384615384615385,0.6923076923076923,7.0,1.8076923076923077,15.098846153846155,60.155,16.575384615384614,4.324615384615385,0.11988461538461538,0.1837692307692308,0.24900000000000008,0.3036153846153847,0.2025384615384615,0.3368203902757477,0.31648727619047273,0.3266162143110979,0.3368203902757477
ATL,225.44444444444446,201.37037037037038,27.59259259259259,52.333333333333336,33.333333333333336,11.481481481481481,1.0740740740740742,6.444444444444445,85.29629629629629,18.40740740740741,45.74074074074074,26.444444444444443,3.5555555555555554,3.3333333333333335,0.17803703703703705,0.22714814814814815,0.2862962962962963,0.5134074074074073,0.1082222222222222,95.29629629629629,0.7359259259259259,0.20181481481481486,11.574074074074074,0.6296296296296297,1.2644444444444445,0.3133282148257506,60.96296296296296,173.37037037037038,21.40740740740741,38.925925925925924,24.62962962962963,8.814814814814815,0.7037037037037037,4.777777777777778,63.48148148148148,36.18518518518518,14.62962962962963,1.9259259259259258,1.3333333333333333,1.2592592592592593,20.40740740740741,3.2222222222222223,17.912222222222223,51.76999999999999,21.169629629629632,5.444444444444445,0.11199999999999999,0.18292592592592594,0.23370370370370372,0.294925925925926,0.20725925925925925,0.3210989256370052,33.96296296296296,68.74074074074075,8.148148148148149,16.074074074074073,10.185185185185185,3.3333333333333335,0.37037037037037035,2.185185185185185,26.703703703703702,14.148148148148149,6.222222222222222,0.7407407407407407,0.2962962962962963,0.5185185185185185,7.888888888888889,1.2962962962962963,21.55185185185185,49.60962962962963,19.691851851851855,5.444074074074074,0.1002962962962963,0.16166666666666668,0.21140740740740746,0.26188888888888895,0.18340740740740744,0.28884238022141867,0.3133282148257506,0.3210989256370052,0.28884238022141867
SLN,241.48,213.96,29.56,53.64,35.64,9.8,0.32,7.88,87.72,20.6,53.0,28.12,3.64,2.44,0.19756000000000004,0.26436,0.31648,0.5808000000000001,0.11900000000000001,93.52,0.72712,0.22612000000000002,11.279999999999998,-0.7839999999999998,1.0863999999999998,0.35496029854097766,65.32,188.76,22.88,42.72,28.56,7.56,0.44,6.16,69.64,41.72,15.6,2.64,1.44,1.2,21.96,3.8,20.0068,49.5796,20.025199999999998,6.388399999999999,0.11792000000000001,0.19868,0.27136000000000005,0.31664000000000003,0.22595999999999997,0.36006501049401907,32.36,65.52,9.2,14.64,9.24,2.72,0.12,2.56,25.28,14.56,6.6,0.68,0.56,0.56,8.36,1.0,23.2848,49.95320000000001,19.693600000000004,3.0696000000000003,0.1426,0.21768000000000004,0.26828,0.36028000000000004,0.23631999999999995,0.3824129124089556,0.35496029854097766,0.36006501049401907,0.3824129124089556
CLE,294.3,261.4,38.65,67.35,42.5,13.75,0.95,10.15,113.45,25.95,55.95,36.55,4.2,6.7,0.21080000000000004,0.29250000000000004,0.32949999999999996,0.62205,0.11874999999999998,104.75,0.7484,0.2239,10.919999999999998,1.4299999999999997,1.2795,0.382338820655299,70.2,214.35,28.6,49.05,30.05,10.15,0.8,8.05,84.95,40.95,19.1,2.65,1.6,0.95,27.55,3.7,20.4315,45.752,23.1535,10.663,0.13575,0.22060000000000005,0.27880000000000005,0.35645,0.22535,0.38427695786096205,41.25,82.85,10.35,18.8,12.7,3.7,0.15,2.25,29.55,15.95,7.0,1.25,0.3,0.15,9.4,1.8,18.5345,46.81049999999999,26.585499999999996,8.0675,0.10969999999999999,0.21685000000000004,0.2794500000000001,0.32660000000000006,0.20579999999999998,0.36028418568062903,0.382338820655299,0.38427695786096205,0.36028418568062903
HOU,347.11764705882354,307.29411764705884,44.94117647058823,79.11764705882354,50.588235294117645,15.823529411764707,0.9411764705882353,11.764705882352942,132.11764705882354,32.588235294117645,66.82352941176471,43.76470588235294,8.764705882352942,4.0,0.22588235294117648,0.2912941176470588,0.3754705882352941,0.6668823529411766,0.14970588235294116,97.47058823529412,0.7359411764705883,0.2447058823529412,15.55294117647059,0.3058823529411765,1.643529411764706,0.41426860547526856,84.82352941176471,241.2941176470588,31.0,53.1764705882353,34.294117647058826,10.352941176470589,0.4117647058823529,8.117647058823529,88.70588235294117,45.8235294117647,23.11764705882353,2.4705882352941178,1.7058823529411764,0.7058823529411765,29.647058823529413,6.705882352941177,26.99705882352941,41.46823529411765,21.10529411764706,10.428235294117647,0.14611764705882352,0.22417647058823528,0.2919411764705883,0.37017647058823533,0.24341176470588236,0.4115574774444606,47.411764705882355,105.82352941176471,13.941176470588236,25.941176470588236,16.294117647058822,5.470588235294118,0.5294117647058824,3.6470588235294117,43.411764705882355,21.0,9.470588235294118,0.9411764705882353,0.8823529411764706,0.058823529411764705,14.117647058823529,3.411764705882353,21.2235294117647,43.48352941176471,23.065294117647063,6.345882352941177,0.16011764705882353,0.23711764705882357,0.29776470588235293,0.39699999999999996,0.25370588235294117,0.4290807883204861,0.41426860547526856,0.4115574774444606,0.4290807883204861
SFN,220.57692307692307,199.92307692307693,21.923076923076923,48.11538461538461,33.03846153846154,9.076923076923077,1.1153846153846154,4.884615384615385,74.07692307692308,16.423076923076923,51.34615384615385,20.73076923076923,4.346153846153846,2.6538461538461537,0.2060384615384615,0.24973076923076928,0.3236153846153847,0.5733461538461537,0.11757692307692308,96.34615384615384,0.7120384615384616,0.21261538461538468,4.246153846153844,-0.6653846153846152,0.37076923076923074,0.35310265630228765,58.30769230769231,153.19230769230768,15.653846153846153,34.0,23.153846153846153,6.576923076923077,0.8846153846153846,3.3846153846153846,52.5,36.92307692307692,11.923076923076923,1.3461538461538463,1.0,0.5384615384615384,14.653846153846153,3.576923076923077,19.029615384615383,52.72500000000001,23.1276923076923,5.116923076923078,0.12634615384615386,0.21261538461538462,0.2578846153846154,0.33873076923076934,0.2215769230769231,0.36968384426258816,38.07692307692308,79.84615384615384,7.615384615384615,16.846153846153847,11.807692307692308,2.923076923076923,0.3076923076923077,1.8076923076923077,25.807692307692307,18.115384615384617,5.8076923076923075,0.6538461538461539,0.5384615384615384,0.34615384615384615,7.1923076923076925,1.7307692307692308,15.918461538461536,53.659615384615385,21.16923076923077,5.407307692307692,0.07834615384615386,0.18507692307692306,0.22380769230769235,0.2633846153846154,0.18692307692307697,0.28850059138181644,0.35310265630228765,0.36968384426258816,0.28850059138181644
ARI,213.53846153846155,189.15384615384616,23.576923076923077,44.46153846153846,27.307692307692307,9.115384615384615,1.6538461538461537,6.384615384615385,76.03846153846153,20.26923076923077,51.65384615384615,23.576923076923077,3.769230769230769,2.9615384615384617,0.16603846153846158,0.2512692307692308,0.26861538461538464,0.5197692307692309,0.10261538461538464,99.57692307692308,0.7207307692307693,0.20246153846153847,7.026923076923077,1.4346153846153842,0.8788461538461536,0.3359012719852753,54.53846153846154,144.07692307692307,16.076923076923077,29.115384615384617,17.846153846153847,6.346153846153846,0.9615384615384616,3.9615384615384617,49.26923076923077,35.23076923076923,14.26923076923077,0.9615384615384616,1.0,0.8461538461538461,15.76923076923077,2.730769230769231,17.66346153846154,54.73884615384615,21.869615384615386,5.726153846153846,0.09519230769230771,0.15426923076923077,0.21957692307692314,0.24942307692307691,0.18565384615384614,0.2954187367937143,34.5,69.34615384615384,7.5,15.346153846153847,9.461538461538462,2.769230769230769,0.6923076923076923,2.423076923076923,26.76923076923077,16.423076923076923,5.961538461538462,0.34615384615384615,0.5,0.38461538461538464,7.846153846153846,1.4230769230769231,20.836923076923078,43.410769230769226,19.836153846153845,8.223461538461537,0.10680769230769231,0.18126923076923077,0.28815384615384615,0.2879615384615385,0.21980769230769234,0.379082735771594,0.3359012719852753,0.2954187367937143,0.379082735771594
SDN,200.71428571428572,181.53571428571428,20.357142857142858,42.714285714285715,28.107142857142858,8.5,1.0714285714285714,5.035714285714286,68.46428571428571,15.714285714285714,49.642857142857146,19.214285714285715,4.071428571428571,3.357142857142857,0.16864285714285718,0.22628571428571423,0.25010714285714286,0.4763928571428571,0.08142857142857143,100.85714285714286,0.6998928571428572,0.18178571428571424,3.1321428571428576,0.22500000000000014,0.3485714285714285,0.2915278321470294,51.5,136.92857142857142,13.857142857142858,29.392857142857142,19.785714285714285,5.714285714285714,0.6785714285714286,3.2142857142857144,46.107142857142854,34.5,10.821428571428571,0.8214285714285714,0.9285714285714286,0.8928571428571429,13.321428571428571,2.9285714285714284,14.724999999999996,53.300357142857145,22.25035714285715,6.1517857142857135,0.07928571428571428,0.17089285714285715,0.22492857142857145,0.2501428571428571,0.18221428571428572,0.2882542183832199,30.714285714285715,63.785714285714285,6.571428571428571,13.392857142857142,8.357142857142858,2.7857142857142856,0.39285714285714285,1.8571428571428572,22.535714285714285,15.107142857142858,4.892857142857143,0.21428571428571427,0.32142857142857145,0.32142857142857145,5.928571428571429,1.7857142857142858,16.909285714285716,46.40107142857142,19.94107142857143,9.60642857142857,0.08557142857142856,0.16550000000000004,0.2288571428571429,0.2511785714285714,0.18357142857142855,0.30949482238877773,0.2915278321470294,0.2882542183832199,0.30949482238877773
WAS,184.56666666666666,162.6,22.2,40.96666666666667,26.633333333333333,8.366666666666667,0.8,5.166666666666667,66.43333333333334,17.566666666666666,37.3,20.866666666666667,2.8666666666666667,3.8,0.19853333333333337,0.2536333333333333,0.2934333333333334,0.5470666666666666,0.09496666666666667,101.03333333333333,0.7197999999999999,0.20203333333333331,7.626666666666667,-0.19666666666666663,0.7713333333333334,0.32500693920833684,52.0,146.1,17.866666666666667,33.06666666666667,21.6,6.466666666666667,0.6333333333333333,4.366666666666666,53.9,28.933333333333334,13.2,1.5333333333333334,0.9666666666666667,0.9,16.566666666666666,2.566666666666667,16.99,51.45433333333333,19.468999999999998,8.752,0.09369999999999999,0.20039999999999997,0.2529666666666666,0.29399999999999993,0.2059666666666667,0.32457556781195585,25.6,48.96666666666667,5.7,10.433333333333334,6.766666666666667,2.3,0.16666666666666666,1.2,16.666666666666668,10.9,4.933333333333334,0.4,0.3,0.36666666666666664,5.5,0.9666666666666667,15.259333333333334,52.63633333333332,26.361000000000004,5.742,0.092,0.18493333333333334,0.24446666666666672,0.27696666666666664,0.19046666666666665,0.31216508105807095,0.32500693920833684,0.32457556781195585,0.31216508105807095
